Week,Site,Device,Spend,Impressions,Clicks,Sales,Partner Type,Audience,Channel
2023-09-17,Facebook/Instagram,desktop,1337.64,283848.0,124,9498652.67,Not Specified,Demo-Only,Social
2023-09-17,Facebook/Instagram,ipad,1269.67,353735.0,288,9498652.67,Not Specified,Demo-Only,Social
2023-09-17,Facebook/Instagram,iphone,86661.45,29114209.0,28168,9498652.67,Not Specified,Demo-Only,Social
2023-09-17,Facebook/Instagram,ipod,21.9,6796.0,10,9498652.67,Not Specified,Demo-Only,Social
2023-09-17,Facebook/Instagram,other,5.97,1882.0,0,9498652.67,Not Specified,Demo-Only,Social
2023-09-17,Hulu,Not Specified,0.14,431843.0,47,0.0,FEP,Not Specified,Display
2023-09-17,NBCU,Not Specified,0.14,899258.0,262,0.0,FEP,Not Specified,Display
2023-09-17,Pinterest,Unknown Device Category,134238.03,29775615.0,29863,9498652.67,Not Specified,Demo & Keywords,Social
2023-09-17,Roku,Not Specified,0.42,1149396.0,312,0.0,FEP,Not Specified,Display
2023-09-17,The Trade Desk,Not Specified,9.01,4195669.0,4736,0.0,Programmatic,Not Specified,Display
2023-09-17,TikTok,Unknown Device Category,37253.08,10743007.0,15011,9498652.67,Not Specified,Demo-Only,Social
2023-09-17,YouTube,Not Specified,1.47,5593537.5,5805,0.0,FEP,Not Specified,Display
2023-09-24,Amazon,Not Specified,0.06,514912.0,951,0.0,FEP,Not Specified,Display
2023-09-24,CBS,Not Specified,0.03,228196.5,18,0.0,FEP,Not Specified,Display
2023-09-24,CWTV,Not Specified,0.05,27679.5,31,0.0,FEP,Not Specified,Display
2023-09-24,DV360,Not Specified,2.45,4491760.5,1042,0.0,Programmatic,Not Specified,Display
2023-09-24,Discovery,Not Specified,0.03,80600.0,3,0.0,FEP,Not Specified,Display
2023-09-24,Facebook/Instagram,android_smartphone,25913.0,8021071.0,8035,9242692.89,Not Specified,Demo-Only,Social
2023-09-24,Facebook/Instagram,android_tablet,245.18,69006.0,95,9242692.89,Not Specified,Demo-Only,Social
2023-09-24,Facebook/Instagram,desktop,1019.12,249751.0,116,9242692.89,Not Specified,Demo-Only,Social
2023-09-24,Facebook/Instagram,ipad,1038.8700000000001,292871.0,234,9242692.89,Not Specified,Demo-Only,Social
2023-09-24,Facebook/Instagram,iphone,64002.25,21389741.0,19184,9242692.89,Not Specified,Demo-Only,Social
2023-09-24,Facebook/Instagram,ipod,18.25,5757.0,4,9242692.89,Not Specified,Demo-Only,Social
2023-09-24,Facebook/Instagram,other,3.5,1180.0,2,9242692.89,Not Specified,Demo-Only,Social
2023-09-24,Hulu,Not Specified,0.04,64149.0,8,0.0,FEP,Not Specified,Display
2023-09-24,NBCU,Not Specified,0.06,92632.0,29,0.0,FEP,Not Specified,Display
2023-09-24,Pinterest,Unknown Device Category,53781.85,13579909.0,12138,9242692.89,Not Specified,Demo & Keywords,Social
2023-09-24,Roku,Not Specified,0.06,77070.0,20,0.0,FEP,Not Specified,Display
2023-09-24,The Trade Desk,Not Specified,9.17,3810881.0,5056,0.0,Programmatic,Not Specified,Display
2023-09-24,TikTok,Unknown Device Category,26704.41,8273701.0,10419,9242692.89,Not Specified,Demo-Only,Social
2023-09-24,YouTube,Not Specified,1.37,4704157.5,5139,0.0,Programmatic,Not Specified,Display
2023-10-01,DV360,Not Specified,2.45,3965332.5,703,0.0,Programmatic,Not Specified,Display
2023-10-01,Facebook/Instagram,android_smartphone,25736.7,8759730.0,9149,9080428.22,Not Specified,Demo-Only,Social
2023-10-01,Facebook/Instagram,android_tablet,246.23,77250.0,134,9080428.22,Not Specified,Demo-Only,Social
2023-10-01,Facebook/Instagram,desktop,1011.47,282137.0,133,9080428.22,Not Specified,Demo-Only,Social
2023-10-01,Facebook/Instagram,ipad,1021.36,318077.0,266,9080428.22,Not Specified,Demo-Only,Social
2023-10-01,Facebook/Instagram,iphone,63435.14,23561788.0,21380,9080428.22,Not Specified,Demo-Only,Social
2023-10-01,Facebook/Instagram,ipod,18.84,6375.0,4,9080428.22,Not Specified,Demo-Only,Social
2023-10-01,Facebook/Instagram,other,2.91,1177.0,2,9080428.22,Not Specified,Demo-Only,Social
2023-10-01,Pinterest,Unknown Device Category,44386.91,14921760.0,12793,9080428.22,Not Specified,Demo & Interests,Social
2023-10-01,The Trade Desk,Not Specified,7.890000000000001,3590672.0,4375,0.0,Programmatic,Not Specified,Display
2023-10-01,TikTok,Unknown Device Category,27540.95,9435532.0,11078,9080428.22,Not Specified,Demo-Only,Social
2023-10-01,YouTube,Not Specified,1.33,2723253.5,2376,0.0,Programmatic,Not Specified,Display
2023-10-08,DV360,Not Specified,2.45,3907058.5,709,0.0,Programmatic,Not Specified,Display
2023-10-08,Facebook/Instagram,android_smartphone,15043.3,4980407.0,4547,9365765.46,Not Specified,Demo-Only,Social
2023-10-08,Facebook/Instagram,android_tablet,156.63,48614.0,61,9365765.46,Not Specified,Demo-Only,Social
2023-10-08,Facebook/Instagram,desktop,637.84,154333.0,77,9365765.46,Not Specified,Demo-Only,Social
2023-10-08,Facebook/Instagram,ipad,660.0600000000001,202968.0,155,9365765.46,Not Specified,Demo-Only,Social
2023-10-08,Facebook/Instagram,iphone,42105.27,16124680.0,12059,9365765.46,Not Specified,Demo-Only,Social
2023-10-08,Facebook/Instagram,ipod,12.27,4282.0,1,9365765.46,Not Specified,Demo-Only,Social
2023-10-08,Facebook/Instagram,other,1.83,733.0,0,9365765.46,Not Specified,Demo-Only,Social
2023-10-08,NBCU,Not Specified,0.01,1.0,0,0.0,FEP,Not Specified,Display
2023-10-08,Pinterest,Unknown Device Category,7934.31,2597187.0,2308,9365765.46,Not Specified,Demo & Interests,Social
2023-10-08,The Trade Desk,Not Specified,7.62,3849277.0,4340,0.0,Programmatic,Not Specified,Display
2023-10-08,TikTok,Unknown Device Category,16840.489999999998,5956481.0,7666,9365765.46,Not Specified,Demo-Only,Social
2023-10-08,YouTube,Not Specified,1.33,2639007.5,2151,0.0,Programmatic,Not Specified,Display
2023-10-15,DV360,Not Specified,2.45,3812113.5,702,0.0,Programmatic,Not Specified,Display
2023-10-15,Facebook/Instagram,android_smartphone,20612.12,6491647.0,6109,9260956.15,Not Specified,Demo-Only,Social
2023-10-15,Facebook/Instagram,android_tablet,198.06,56570.0,95,9260956.15,Not Specified,Demo-Only,Social
2023-10-15,Facebook/Instagram,desktop,578.53,143372.0,76,9260956.15,Not Specified,Demo-Only,Social
2023-10-15,Facebook/Instagram,ipad,908.95,253061.0,181,9260956.15,Not Specified,Demo-Only,Social
2023-10-15,Facebook/Instagram,iphone,56157.6,19566758.0,16448,9260956.15,Not Specified,Demo-Only,Social
2023-10-15,Facebook/Instagram,ipod,15.64,5081.0,3,9260956.15,Not Specified,Demo-Only,Social
2023-10-15,Facebook/Instagram,other,1.99,751.0,0,9260956.15,Not Specified,Demo-Only,Social
2023-10-15,Pinterest,Unknown Device Category,22050.05,6814053.0,5148,9260956.15,Not Specified,Demo & Keywords,Social
2023-10-15,The Trade Desk,Not Specified,7.8100000000000005,3684145.0,4063,0.0,Programmatic,Not Specified,Display
2023-10-15,TikTok,Unknown Device Category,12914.15,5178977.0,6855,9260956.15,Not Specified,Demo-Only,Social
2023-10-15,YouTube,Not Specified,1.33,2545480.5,2099,0.0,Programmatic,Not Specified,Display
2023-10-22,DV360,Not Specified,2.45,3668985.5,679,0.0,Programmatic,Not Specified,Display
2023-10-22,Facebook/Instagram,android_smartphone,31911.010000000002,8363429.0,8921,9117107.37,Not Specified,Demo-Only,Social
2023-10-22,Facebook/Instagram,android_tablet,303.71999999999997,68137.0,116,9117107.37,Not Specified,Demo-Only,Social
2023-10-22,Facebook/Instagram,desktop,1432.03,303899.0,151,9117107.37,Not Specified,Demo-Only,Social
2023-10-22,Facebook/Instagram,ipad,1203.12,273921.0,198,9117107.37,Not Specified,Demo-Only,Social
2023-10-22,Facebook/Instagram,iphone,69670.08,19864230.0,18180,9117107.37,Not Specified,Demo-Only,Social
2023-10-22,Facebook/Instagram,ipod,20.11,5027.0,4,9117107.37,Not Specified,Demo-Only,Social
2023-10-22,Facebook/Instagram,other,3.65,1161.0,2,9117107.37,Not Specified,Demo-Only,Social
2023-10-22,Pinterest,Unknown Device Category,25933.54,7904507.0,5776,9117107.37,Not Specified,Demo & Keywords,Social
2023-10-22,The Trade Desk,Not Specified,7.8,3628853.0,3756,0.0,Programmatic,Not Specified,Display
2023-10-22,TikTok,Unknown Device Category,25160.16,8725724.0,11150,9117107.37,Not Specified,Demo-Only,Social
2023-10-22,YouTube,Not Specified,1.33,2433523.5,1915,0.0,Programmatic,Not Specified,Display
2023-10-29,Amazon,Not Specified,0.23,3179774.0,5142,0.0,Direct,Not Specified,Display
2023-10-29,DV360,Not Specified,2.45,4711325.5,1004,0.0,Programmatic,Not Specified,Display
2023-10-29,Facebook/Instagram,android_smartphone,30113.08,7964971.0,8537,8803997.44,Not Specified,Demo-Only,Social
2023-10-29,Facebook/Instagram,android_tablet,299.35,69092.0,126,8803997.44,Not Specified,Demo-Only,Social
2023-10-29,Facebook/Instagram,desktop,1551.35,322797.0,152,8803997.44,Not Specified,Demo-Only,Social
2023-10-29,Facebook/Instagram,ipad,1203.71,283315.0,238,8803997.44,Not Specified,Demo-Only,Social
2023-10-29,Facebook/Instagram,iphone,71950.3,21536603.0,18510,8803997.44,Not Specified,Demo-Only,Social
2023-10-29,Facebook/Instagram,ipod,19.53,5126.0,5,8803997.44,Not Specified,Demo-Only,Social
2023-10-29,Facebook/Instagram,other,5.46,1674.0,1,8803997.44,Not Specified,Demo-Only,Social
2023-10-29,Pinterest,Unknown Device Category,26107.92,7752298.0,5593,8803997.44,Not Specified,Demo & Keywords,Social
2023-10-29,The Trade Desk,Not Specified,8.23,3242732.0,3383,0.0,Programmatic,Not Specified,Display
2023-10-29,TikTok,Unknown Device Category,50285.48,15894385.0,18044,8803997.44,Not Specified,Demo-Only,Social
2023-10-29,YouTube,Not Specified,1.33,2316350.5,1887,0.0,Programmatic,Not Specified,Display
2023-11-05,Amazon,Not Specified,0.42,5139316.0,9495,0.0,FEP,Not Specified,Display
2023-11-05,DV360,Not Specified,1.37,3087769.5,550,0.0,Programmatic,Not Specified,Display
2023-11-05,Facebook/Instagram,android_smartphone,12770.35,4222411.0,3237,9105374.03,Not Specified,Demo-Only,Social
2023-11-05,Facebook/Instagram,android_tablet,121.49,36423.0,36,9105374.03,Not Specified,Demo-Only,Social
2023-11-05,Facebook/Instagram,desktop,381.06,92591.0,40,9105374.03,Not Specified,Demo-Only,Social
2023-11-05,Facebook/Instagram,ipad,463.01,140586.0,89,9105374.03,Not Specified,Demo-Only,Social
2023-11-05,Facebook/Instagram,iphone,35920.78,12622848.0,8165,9105374.03,Not Specified,Demo-Only,Social
2023-11-05,Facebook/Instagram,ipod,6.17,1907.0,2,9105374.03,Not Specified,Demo-Only,Social
2023-11-05,Facebook/Instagram,other,2.8,929.0,0,9105374.03,Not Specified,Demo-Only,Social
2023-11-05,Pinterest,Unknown Device Category,5439.42,1696120.0,1310,9105374.03,Not Specified,Demo & Interests,Social
2023-11-05,The Trade Desk,Not Specified,7.2700000000000005,2592021.0,2440,0.0,Programmatic,Not Specified,Display
2023-11-05,TikTok,Unknown Device Category,9483.289999999999,3042337.0,3690,9105374.03,Not Specified,Demo-Only,Social
2023-11-05,YouTube,Not Specified,1.33,2007284.5,1513,0.0,Programmatic,Not Specified,Display
2023-11-12,Amazon,Not Specified,0.38,6258835.0,11558,0.0,Direct,Not Specified,Display
2023-11-12,DV360,Not Specified,1.19,2837138.5,476,0.0,Programmatic,Not Specified,Display
2023-11-12,Facebook/Instagram,android_smartphone,9839.380000000001,3517209.0,2350,9427325.5,Not Specified,Demo-Only,Social
2023-11-12,Facebook/Instagram,android_tablet,80.24000000000001,29158.0,24,9427325.5,Not Specified,Demo-Only,Social
2023-11-12,Facebook/Instagram,desktop,142.23,50836.0,24,9427325.5,Not Specified,Demo-Only,Social
2023-11-12,Facebook/Instagram,ipad,296.13,107154.0,64,9427325.5,Not Specified,Demo-Only,Social
2023-11-12,Facebook/Instagram,iphone,29314.54,10534248.0,5823,9427325.5,Not Specified,Demo-Only,Social
2023-11-12,Facebook/Instagram,ipod,3.82,1310.0,0,9427325.5,Not Specified,Demo-Only,Social
2023-11-12,Facebook/Instagram,other,2.24,786.0,0,9427325.5,Not Specified,Demo-Only,Social
2023-11-12,Pinterest,Unknown Device Category,6517.24,2070285.0,1532,9427325.5,Not Specified,Demo & Interests,Social
2023-11-12,The Trade Desk,Not Specified,1.47,283404.0,265,0.0,Programmatic,Not Specified,Display
2023-11-12,YouTube,Not Specified,0.22,242915.0,146,0.0,Programmatic,Not Specified,Display
2023-11-19,Amazon,Not Specified,0.28,5926659.0,10947,0.0,FEP,Not Specified,Display
2023-11-19,DV360,Not Specified,1.19,2837138.5,476,0.0,Programmatic,Not Specified,Display
2023-11-19,Facebook/Instagram,android_smartphone,10428.24,3442424.0,2252,9136433.41,Not Specified,Demo-Only,Social
2023-11-19,Facebook/Instagram,android_tablet,89.65,29753.0,22,9136433.41,Not Specified,Demo-Only,Social
2023-11-19,Facebook/Instagram,desktop,130.97,43168.0,22,9136433.41,Not Specified,Demo-Only,Social
2023-11-19,Facebook/Instagram,ipad,293.88,99041.0,59,9136433.41,Not Specified,Demo-Only,Social
2023-11-19,Facebook/Instagram,iphone,28982.18,9689854.0,5186,9136433.41,Not Specified,Demo-Only,Social
2023-11-19,Facebook/Instagram,ipod,4.13,1288.0,0,9136433.41,Not Specified,Demo-Only,Social
2023-11-19,Facebook/Instagram,other,2.5700000000000003,801.0,0,9136433.41,Not Specified,Demo-Only,Social
2023-11-19,Pinterest,Unknown Device Category,13971.01,4504053.0,3419,9136433.41,Not Specified,Demo & Interests,Social
2023-11-19,The Trade Desk,Not Specified,0.27,27.0,0,0.0,Programmatic,Not Specified,Display
2023-11-26,Amazon,Not Specified,0.28,6083607.0,11237,0.0,FEP,Not Specified,Display
2023-11-26,DV360,Not Specified,2.09,4654553.5,974,0.0,Programmatic,Not Specified,Display
2023-11-26,Facebook/Instagram,android_smartphone,52532.53,15199725.0,13083,7388082.66,Not Specified,Demo-Only,Social
2023-11-26,Facebook/Instagram,android_tablet,350.18,102429.0,88,7388082.66,Not Specified,Demo-Only,Social
2023-11-26,Facebook/Instagram,desktop,799.23,226663.0,88,7388082.66,Not Specified,Demo-Only,Social
2023-11-26,Facebook/Instagram,ipad,1306.48,375219.0,251,7388082.66,Not Specified,Demo-Only,Social
2023-11-26,Facebook/Instagram,iphone,165476.67,47651309.0,37792,7388082.66,Not Specified,Demo-Only,Social
2023-11-26,Facebook/Instagram,ipod,16.07,4869.0,0,7388082.66,Not Specified,Demo-Only,Social
2023-11-26,Facebook/Instagram,other,10.25,2874.0,1,7388082.66,Not Specified,Demo-Only,Social
2023-11-26,Pinterest,Unknown Device Category,13835.14,4668128.0,3329,7388082.66,Not Specified,Demo & Interests,Social
2023-11-26,The Trade Desk,Not Specified,0.26,26.0,0,0.0,Programmatic,Not Specified,Display
2023-11-26,TikTok,Unknown Device Category,117029.23,31717201.0,37416,7388082.66,Not Specified,Demo-Only,Social
2023-12-03,Amazon,Not Specified,0.28,5223868.0,9650,0.0,FEP,Not Specified,Display
2023-12-03,DV360,Not Specified,2.45,6234926.5,1420,0.0,Programmatic,Not Specified,Display
2023-12-03,Facebook/Instagram,android_smartphone,92313.98,25262603.0,22385,8667180.32,Not Specified,Demo-Only,Social
2023-12-03,Facebook/Instagram,android_tablet,623.85,171663.0,146,8667180.32,Not Specified,Demo-Only,Social
2023-12-03,Facebook/Instagram,desktop,1331.66,357606.0,147,8667180.32,Not Specified,Demo-Only,Social
2023-12-03,Facebook/Instagram,ipad,2253.31,611312.0,405,8667180.32,Not Specified,Demo-Only,Social
2023-12-03,Facebook/Instagram,iphone,287321.48,78709752.0,64635,8667180.32,Not Specified,Demo-Only,Social
2023-12-03,Facebook/Instagram,ipod,29.3,7825.0,4,8667180.32,Not Specified,Demo-Only,Social
2023-12-03,Facebook/Instagram,other,16.98,4508.0,2,8667180.32,Not Specified,Demo-Only,Social
2023-12-03,Pinterest,Unknown Device Category,3284.4500000000003,1108882.0,888,8667180.32,Not Specified,Interest,Social
2023-12-03,The Trade Desk,Not Specified,0.36,38.0,11,0.0,Programmatic,Not Specified,Display
2023-12-03,TikTok,Unknown Device Category,180950.07,46059731.0,59265,8667180.32,Not Specified,Demo-Only,Social
2023-12-10,Amazon,Not Specified,0.29,6378862.0,11782,0.0,FEP,Not Specified,Display
2023-12-10,CWTV,Not Specified,0.02,5.0,0,0.0,FEP,Not Specified,Display
2023-12-10,DV360,Not Specified,2.45,6071000.5,1530,0.0,Programmatic,Not Specified,Display
2023-12-10,Disney,Not Specified,0.01,8321.0,2,0.0,FEP,Not Specified,Display
2023-12-10,Facebook/Instagram,android_smartphone,91296.7,24570756.0,23481,9272918.99,Not Specified,Demo-Only,Social
2023-12-10,Facebook/Instagram,android_tablet,596.42,160647.0,155,9272918.99,Not Specified,Demo-Only,Social
2023-12-10,Facebook/Instagram,desktop,1913.69,515193.0,165,9272918.99,Not Specified,Demo-Only,Social
2023-12-10,Facebook/Instagram,ipad,2300.29,621057.0,407,9272918.99,Not Specified,Demo-Only,Social
2023-12-10,Facebook/Instagram,iphone,282607.7,76006432.0,65883,9272918.99,Not Specified,Demo-Only,Social
2023-12-10,Facebook/Instagram,ipod,27.64,7415.0,2,9272918.99,Not Specified,Demo-Only,Social
2023-12-10,Facebook/Instagram,other,16.68,4421.0,5,9272918.99,Not Specified,Demo-Only,Social
2023-12-10,Pinterest,Unknown Device Category,2046.7300000000002,646359.0,539,9272918.99,Not Specified,Demo & Interests,Social
2023-12-10,Roku,Not Specified,0.01,14737.0,3,0.0,FEP,Not Specified,Display
2023-12-10,The Trade Desk,Not Specified,0.27,28.0,5,0.0,Programmatic,Not Specified,Display
2023-12-10,TikTok,Unknown Device Category,179335.44,39156129.0,57342,9272918.99,Not Specified,Demo-Only,Social
2023-12-17,Amazon,Not Specified,0.28,6513843.0,12034,0.0,Direct,Not Specified,Display
2023-12-17,DV360,Not Specified,2.57,6182370.5,1123,0.0,Programmatic,Not Specified,Display
2023-12-17,Facebook/Instagram,android_smartphone,67312.5,20122000.0,16603,8856134.26,Not Specified,Demo-Only,Social
2023-12-17,Facebook/Instagram,android_tablet,446.78,135144.0,121,8856134.26,Not Specified,Demo-Only,Social
2023-12-17,Facebook/Instagram,desktop,1298.8600000000001,386119.0,174,8856134.26,Not Specified,Demo-Only,Social
2023-12-17,Facebook/Instagram,ipad,1678.05,498799.0,298,8856134.26,Not Specified,Demo-Only,Social
2023-12-17,Facebook/Instagram,iphone,204266.51,60827436.0,46398,8856134.26,Not Specified,Demo-Only,Social
2023-12-17,Facebook/Instagram,ipod,19.39,5827.0,1,8856134.26,Not Specified,Demo-Only,Social
2023-12-17,Facebook/Instagram,other,9.33,3088.0,5,8856134.26,Not Specified,Demo-Only,Social
2023-12-17,Hulu,Not Specified,0.01,1.0,0,0.0,FEP,Not Specified,Display
2023-12-17,Pinterest,Unknown Device Category,1879.65,593595.0,495,8856134.26,Not Specified,Interest,Social
2023-12-17,Roku,Not Specified,0.04,4.0,0,0.0,FEP,Not Specified,Display
2023-12-17,The Trade Desk,Not Specified,0.42,48.0,6,0.0,Programmatic,Not Specified,Display
2023-12-17,TikTok,Unknown Device Category,174057.31,38435586.0,58571,8856134.26,Not Specified,Demo-Only,Social
2023-12-24,Amazon,Not Specified,0.34,3078728.0,5687,0.0,Direct,Not Specified,Display
2023-12-24,DV360,Not Specified,2.45,5316009.5,938,0.0,Programmatic,Not Specified,Display
2023-12-24,Facebook/Instagram,android_smartphone,6637.93,2417099.0,2065,8393371.77,Not Specified,Demo-Only,Social
2023-12-24,Facebook/Instagram,android_tablet,39.23,14913.0,17,8393371.77,Not Specified,Demo-Only,Social
2023-12-24,Facebook/Instagram,desktop,111.47,38791.0,12,8393371.77,Not Specified,Demo-Only,Social
2023-12-24,Facebook/Instagram,ipad,160.03,57616.0,52,8393371.77,Not Specified,Demo-Only,Social
2023-12-24,Facebook/Instagram,iphone,19769.89,7091143.0,5188,8393371.77,Not Specified,Demo-Only,Social
2023-12-24,Facebook/Instagram,ipod,1.54,582.0,0,8393371.77,Not Specified,Demo-Only,Social
2023-12-24,Facebook/Instagram,other,0.93,389.0,1,8393371.77,Not Specified,Demo-Only,Social
2023-12-24,Pinterest,Unknown Device Category,1754.3400000000001,554022.0,462,8393371.77,Not Specified,Demo & Interests,Social
2023-12-24,The Trade Desk,Not Specified,0.3,30.0,7,0.0,Programmatic,Not Specified,Display
2023-12-24,TikTok,Unknown Device Category,23579.75,5436525.0,8698,8393371.77,Not Specified,Demo-Only,Social
2023-12-31,Amazon,Not Specified,0.25,2020359.0,3731,0.0,Direct,Not Specified,Display
2023-12-31,CBS,Not Specified,0.13,1065877.5,568,0.0,FEP,Not Specified,Display
2023-12-31,CWTV,Not Specified,0.12,264532.0,644,0.0,FEP,Not Specified,Display
2023-12-31,Cable,Not Specified,84017.0,2.0,0,7578936.55,Not Specified,Not Specified,TV
2023-12-31,DV360,Not Specified,2.12,7603651.0,1079,0.0,Programmatic,Not Specified,Display
2023-12-31,Disney,Not Specified,0.35000000000000003,678653.0,167,0.0,FEP,Not Specified,Display
2023-12-31,Forums,Not Specified,0.0,0.0,0,7578936.55,Not Specified,Not Specified,Brandwatch
2023-12-31,Hulu,Not Specified,0.12,417866.0,36,0.0,FEP,Not Specified,Display
2023-12-31,Instagram,Not Specified,0.0,0.0,0,7578936.55,Not Specified,Not Specified,Infegy
2023-12-31,NET,Not Specified,12549.0,1.0,0,7578936.55,Not Specified,Not Specified,TV
2023-12-31,Pinterest,Unknown Device Category,1879.65,593595.0,495,7578936.55,Not Specified,Demo & Interests,Social
2023-12-31,Review,Not Specified,0.0,0.0,0,7578936.55,Not Specified,Not Specified,Brandwatch
2023-12-31,Roku,Not Specified,0.24,769882.0,209,0.0,FEP,Not Specified,Display
2023-12-31,SYND,Not Specified,4228.0,1.0,0,7578936.55,Not Specified,Not Specified,TV
2023-12-31,The Trade Desk,Not Specified,3.72,3313813.0,3599,0.0,Programmatic,Not Specified,Display
2023-12-31,Tumblr,Not Specified,0.0,0.0,0,7578936.55,Not Specified,Not Specified,Brandwatch
2023-12-31,X,Not Specified,0.0,4992.0,0,7578936.55,Not Specified,Not Specified,Brandwatch
2024-01-07,Amazon,Not Specified,0.15,1817000.0,3356,0.0,Direct,Not Specified,Display
2024-01-07,CBS,Not Specified,0.14,698393.0,315,0.0,FEP,Not Specified,Display
2024-01-07,CWTV,Not Specified,0.14,247325.0,664,0.0,FEP,Not Specified,Display
2024-01-07,Cable,Not Specified,147377.0,2.0,0,9772220.36,Not Specified,Not Specified,TV
2024-01-07,DV360,Not Specified,2.52,7773783.0,925,0.0,Programmatic,Not Specified,Display
2024-01-07,Disney,Not Specified,0.42,574543.0,154,0.0,FEP,Not Specified,Display
2024-01-07,Facebook/Instagram,android_smartphone,14568.289999999999,7658636.0,4331,9772220.36,Not Specified,Demo-Only,Social
2024-01-07,Facebook/Instagram,android_tablet,86.28,44776.0,40,9772220.36,Not Specified,Demo-Only,Social
2024-01-07,Facebook/Instagram,desktop,295.38,149711.0,84,9772220.36,Not Specified,Demo-Only,Social
2024-01-07,Facebook/Instagram,ipad,272.92,142453.0,95,9772220.36,Not Specified,Demo-Only,Social
2024-01-07,Facebook/Instagram,iphone,41781.51,21783407.0,12238,9772220.36,Not Specified,Demo-Only,Social
2024-01-07,Facebook/Instagram,ipod,3.56,1997.0,1,9772220.36,Not Specified,Demo-Only,Social
2024-01-07,Facebook/Instagram,other,1.73,799.0,1,9772220.36,Not Specified,Demo-Only,Social
2024-01-07,Forums,Not Specified,0.0,0.0,0,9772220.36,Not Specified,Not Specified,Brandwatch
2024-01-07,Hulu,Not Specified,0.14,435350.0,42,0.0,FEP,Not Specified,Display
2024-01-07,Instagram,Not Specified,0.0,0.0,0,9772220.36,Not Specified,Not Specified,Infegy
2024-01-07,NET,Not Specified,97218.0,2.0,0,9772220.36,Not Specified,Not Specified,TV
2024-01-07,Pinterest,Unknown Device Category,31857.82,14522197.0,13515,9772220.36,Not Specified,Demo & Keywords,Social
2024-01-07,Roku,Not Specified,0.28,667769.0,182,0.0,FEP,Not Specified,Display
2024-01-07,SYND,Not Specified,2819.0,1.0,0,9772220.36,Not Specified,Not Specified,TV
2024-01-07,The Trade Desk,Not Specified,5.42,4387840.0,5192,0.0,Programmatic,Not Specified,Display
2024-01-07,TikTok,Unknown Device Category,14169.47,5786115.0,6840,9772220.36,Not Specified,Demo-Only,Social
2024-01-07,X,Not Specified,0.0,37661.0,0,9772220.36,Not Specified,Not Specified,Brandwatch
2024-01-14,Amazon,Not Specified,0.14,1774981.0,3280,0.0,FEP,Not Specified,Display
2024-01-14,CBS,Not Specified,0.14,723609.0,234,0.0,FEP,Not Specified,Display
2024-01-14,CWTV,Not Specified,0.14,274925.0,543,0.0,FEP,Not Specified,Display
2024-01-14,DV360,Not Specified,2.52,7012703.0,871,0.0,Programmatic,Not Specified,Display
2024-01-14,Disney,Not Specified,0.42,581336.0,176,0.0,FEP,Not Specified,Display
2024-01-14,Facebook/Instagram,android_smartphone,19867.829999999998,10001591.0,5811,10224967.8,Not Specified,Demo-Only,Social
2024-01-14,Facebook/Instagram,android_tablet,125.32000000000001,63938.0,57,10224967.8,Not Specified,Demo-Only,Social
2024-01-14,Facebook/Instagram,desktop,447.21,230551.0,122,10224967.8,Not Specified,Demo-Only,Social
2024-01-14,Facebook/Instagram,ipad,410.19,206472.0,125,10224967.8,Not Specified,Demo-Only,Social
2024-01-14,Facebook/Instagram,iphone,58797.53,29097124.0,16618,10224967.8,Not Specified,Demo-Only,Social
2024-01-14,Facebook/Instagram,ipod,6.99,3859.0,2,10224967.8,Not Specified,Demo-Only,Social
2024-01-14,Facebook/Instagram,other,3.98,1791.0,0,10224967.8,Not Specified,Demo-Only,Social
2024-01-14,Forums,Not Specified,0.0,0.0,0,10224967.8,Not Specified,Not Specified,Brandwatch
2024-01-14,Hulu,Not Specified,0.14,384246.0,28,0.0,FEP,Not Specified,Display
2024-01-14,Instagram,Not Specified,0.0,0.0,0,10224967.8,Not Specified,Not Specified,Infegy
2024-01-14,Pinterest,Unknown Device Category,39143.04,18364763.0,16584,10224967.8,Not Specified,Interest,Social
2024-01-14,Roku,Not Specified,0.28,218097.0,56,0.0,FEP,Not Specified,Display
2024-01-14,The Trade Desk,Not Specified,5.58,4230985.0,4854,0.0,Programmatic,Not Specified,Display
2024-01-14,TikTok,Unknown Device Category,18421.17,7174306.0,10020,10224967.8,Not Specified,Demo-Only,Social
2024-01-14,X,Not Specified,0.0,8494.0,0,10224967.8,Not Specified,Not Specified,Brandwatch
2024-01-21,Amazon,Not Specified,0.14,1749423.0,3233,0.0,FEP,Not Specified,Display
2024-01-21,CBS,Not Specified,0.14,672125.0,121,0.0,FEP,Not Specified,Display
2024-01-21,CWTV,Not Specified,0.14,254024.0,410,0.0,FEP,Not Specified,Display
2024-01-21,DV360,Not Specified,2.52,6549542.0,877,0.0,Programmatic,Not Specified,Display
2024-01-21,Disney,Not Specified,0.42,373931.0,50,0.0,FEP,Not Specified,Display
2024-01-21,Facebook/Instagram,android_smartphone,21310.76,9823063.0,5568,9655775.66,Not Specified,Demo-Only,Social
2024-01-21,Facebook/Instagram,android_tablet,131.31,61912.0,56,9655775.66,Not Specified,Demo-Only,Social
2024-01-21,Facebook/Instagram,desktop,548.8,261100.0,136,9655775.66,Not Specified,Demo-Only,Social
2024-01-21,Facebook/Instagram,ipad,405.44,191111.0,129,9655775.66,Not Specified,Demo-Only,Social
